eid,fecha,monto,tipoTransaccion,cuentaOrigen,cuentaDestino
null,2023-09-21,322.8403006305377,Débito,Cuenta1419,Cuenta8537
null,2023-08-20,522.6993977190592,Débito,Cuenta7444,Cuenta3301
null,2023-06-19,688.048305846736,Débito,Cuenta4350,Cuenta5351
null,2023-03-23,714.7236843450617,Transferencia,Cuenta3283,Cuenta7597
null,2024-09-25,112.36465413503294,Débito,Cuenta6089,Cuenta776
null,2023-11-03,81.98686299519731,Débito,Cuenta701,Cuenta2406
null,2023-01-28,71.05479769016144,Débito,Cuenta4382,Cuenta2621
null,2022-02-28,620.1701434141264,Transferencia,Cuenta485,Cuenta4755
null,2024-11-06,445.37052268241786,Débito,Cuenta8370,Cuenta3899
null,2022-02-06,255.1095998820856,Débito,Cuenta9828,Cuenta9129
null,2023-09-19,7.277273965706321,Crédito,Cuenta9139,Cuenta9354
null,2024-06-02,569.6585029870907,Débito,Cuenta3936,Cuenta9799
null,2022-02-28,880.4815664765713,Débito,Cuenta2023,Cuenta6165
null,2024-06-09,472.1574423094158,Transferencia,Cuenta3036,Cuenta1280
null,2024-03-24,23.27747416472292,Transferencia,Cuenta2925,Cuenta1070
null,2024-06-07,247.01775619375155,Transferencia,Cuenta958,Cuenta4283
null,2024-06-15,436.06943695168974,Crédito,Cuenta5327,Cuenta7177
null,2022-06-19,66.5311851527608,Crédito,Cuenta4347,Cuenta2623
null,2024-05-13,160.92730101048159,Débito,Cuenta6736,Cuenta7545
null,2022-03-24,281.74108512626515,Débito,Cuenta5855,Cuenta8744
null,2024-05-05,387.5797742881133,Transferencia,Cuenta5309,Cuenta9210
null,2024-12-22,315.9026839520396,Transferencia,Cuenta6255,Cuenta9516
null,2023-01-09,999.7616154585451,Débito,Cuenta5448,Cuenta2382
null,2024-12-03,205.71855610809254,Transferencia,Cuenta4639,Cuenta2073
null,2023-03-08,234.72742938766933,Transferencia,Cuenta1343,Cuenta8488
null,2023-06-28,975.9071321449453,Transferencia,Cuenta5358,Cuenta8624
null,2022-10-08,316.6511166900666,Crédito,Cuenta9233,Cuenta2926
null,2023-07-21,455.1712843373844,Crédito,Cuenta4604,Cuenta7979
null,2024-09-10,311.3400443454625,Crédito,Cuenta9935,Cuenta464
null,2023-01-27,601.0922029318133,Débito,Cuenta2144,Cuenta1348
null,2022-09-08,195.70050461366228,Transferencia,Cuenta5109,Cuenta6131
null,2022-01-04,473.76564419071343,Crédito,Cuenta3442,Cuenta7022
null,2022-09-04,514.733899368944,Crédito,Cuenta3468,Cuenta213
null,2023-05-06,752.5374817860496,Transferencia,Cuenta7323,Cuenta2054
null,2023-10-19,716.3291470491772,Crédito,Cuenta1916,Cuenta7798
null,2024-07-06,765.8523152005238,Crédito,Cuenta1241,Cuenta8774
null,2022-10-07,884.3376608890189,Transferencia,Cuenta1056,Cuenta1985
null,2023-06-09,806.5806950385562,Crédito,Cuenta7247,Cuenta5733
null,2023-08-22,651.6330219074991,Débito,Cuenta1712,Cuenta6928
null,2022-09-05,576.8176309749598,Débito,Cuenta6828,Cuenta6636
null,2024-06-20,876.3166999508144,Crédito,Cuenta2984,Cuenta9925
null,2024-06-20,921.9098761301175,Transferencia,Cuenta3017,Cuenta6036
null,2022-02-03,410.30061351341254,Crédito,Cuenta1819,Cuenta869
null,2023-03-17,401.9108526792361,Transferencia,Cuenta3753,Cuenta1348
null,2024-02-22,564.762529715406,Crédito,Cuenta3014,Cuenta8892
null,2022-10-10,808.3434558609607,Débito,Cuenta4885,Cuenta4098
null,2022-07-01,349.00917881993354,Crédito,Cuenta8065,Cuenta6827
null,2023-01-24,894.9214845903639,Transferencia,Cuenta2088,Cuenta5612
null,2022-11-14,597.7958812638269,Crédito,Cuenta8333,Cuenta5098
null,2023-08-16,729.9600588075218,Crédito,Cuenta20,Cuenta7846
null,2023-01-11,962.2585007662981,Crédito,Cuenta6555,Cuenta6145
null,2023-08-22,513.6645217797436,Crédito,Cuenta9597,Cuenta8930
null,2022-09-17,815.6153564438774,Transferencia,Cuenta9054,Cuenta8995
null,2024-01-16,418.03321599188405,Transferencia,Cuenta1485,Cuenta7980
null,2023-07-06,957.8100102631945,Crédito,Cuenta4172,Cuenta6883
null,2024-08-03,305.6556696518,Transferencia,Cuenta9455,Cuenta7001
null,2022-08-14,592.423650757801,Transferencia,Cuenta1528,Cuenta7670
null,2022-12-12,187.27080969721743,Débito,Cuenta4526,Cuenta9404
null,2023-10-21,856.6066076021688,Débito,Cuenta7691,Cuenta5778
null,2022-04-05,331.4961141306343,Débito,Cuenta8996,Cuenta6009
null,2023-12-20,214.1359180017758,Crédito,Cuenta4101,Cuenta8574
null,2023-03-18,675.9084667535709,Transferencia,Cuenta7221,Cuenta9293
null,2024-04-02,262.3281178694605,Crédito,Cuenta2670,Cuenta3044
null,2024-03-22,280.2604881766596,Transferencia,Cuenta8983,Cuenta3523
null,2024-01-15,956.5647808157511,Crédito,Cuenta1109,Cuenta8683
null,2024-01-24,453.17484825029896,Débito,Cuenta8547,Cuenta7144
null,2022-04-23,745.4161509151086,Débito,Cuenta878,Cuenta7401
null,2023-09-20,231.74428373964994,Débito,Cuenta698,Cuenta1679
null,2022-05-09,255.17305509604648,Transferencia,Cuenta9430,Cuenta80
null,2023-01-12,131.7584929623089,Débito,Cuenta778,Cuenta8083
null,2023-10-18,494.8541877117003,Débito,Cuenta7092,Cuenta2378
null,2023-03-22,311.218037866184,Crédito,Cuenta7712,Cuenta4024
null,2023-02-02,381.61702169151204,Débito,Cuenta4116,Cuenta677
null,2024-04-28,544.2795156357929,Crédito,Cuenta8678,Cuenta6493
null,2023-05-07,510.19826385000533,Transferencia,Cuenta1618,Cuenta2975
null,2024-09-14,447.1198309715595,Transferencia,Cuenta908,Cuenta5217
null,2023-06-26,141.37227679842456,Débito,Cuenta6062,Cuenta1131
null,2022-01-15,329.7349229065023,Crédito,Cuenta2893,Cuenta5888
null,2023-05-02,131.6239775928585,Crédito,Cuenta1489,Cuenta3312
null,2024-12-01,750.123115707531,Transferencia,Cuenta898,Cuenta8039
null,2023-10-05,449.55995116340443,Débito,Cuenta1432,Cuenta2765
null,2024-10-13,841.6639804747512,Débito,Cuenta6511,Cuenta7919
null,2024-01-28,703.3891138848473,Crédito,Cuenta8829,Cuenta8075
null,2022-07-22,712.9079752396577,Transferencia,Cuenta6854,Cuenta1578
null,2024-05-21,450.9186584686964,Débito,Cuenta1262,Cuenta2335
null,2024-11-20,327.41485488060874,Débito,Cuenta2296,Cuenta5450
null,2023-12-12,264.8988056159044,Crédito,Cuenta8829,Cuenta4134
null,2024-08-23,13.345295247101042,Transferencia,Cuenta5971,Cuenta5473
null,2022-11-25,247.52537719417046,Transferencia,Cuenta7009,Cuenta4469
null,2023-08-15,678.3542985276774,Transferencia,Cuenta1379,Cuenta3343
null,2022-10-15,79.23805501998804,Débito,Cuenta4375,Cuenta9226
null,2024-02-18,207.93412129798338,Crédito,Cuenta9709,Cuenta1276
null,2022-10-26,121.7186695253093,Débito,Cuenta5893,Cuenta1528
null,2024-08-07,497.3556900920836,Transferencia,Cuenta678,Cuenta5611
null,2023-11-08,358.86774375435925,Transferencia,Cuenta3178,Cuenta2471
null,2024-09-25,989.116320550134,Débito,Cuenta6436,Cuenta4508
null,2023-07-18,149.8504673676253,Transferencia,Cuenta2238,Cuenta8057
null,2024-07-15,680.1101383752928,Débito,Cuenta1960,Cuenta7438
null,2023-08-28,277.1864185390838,Transferencia,Cuenta4799,Cuenta8057
null,2022-03-26,945.2374846969149,Débito,Cuenta4691,Cuenta1673
null,2023-08-08,569.7020998549942,Débito,Cuenta7085,Cuenta3269
null,2022-03-27,653.2302443217817,Transferencia,Cuenta4032,Cuenta3774
null,2022-06-03,586.6350119455527,Crédito,Cuenta1466,Cuenta5696
null,2023-11-24,660.1720281725852,Débito,Cuenta8610,Cuenta1958
null,2023-03-07,544.1581598516146,Débito,Cuenta9823,Cuenta901
null,2022-10-25,446.40267639551746,Transferencia,Cuenta577,Cuenta72
null,2022-06-02,703.0041860245133,Transferencia,Cuenta3214,Cuenta1779
null,2024-03-07,675.621378202958,Transferencia,Cuenta5572,Cuenta4449
null,2022-12-05,837.7635793669501,Débito,Cuenta7119,Cuenta3251
null,2023-07-12,563.0651917021501,Crédito,Cuenta2912,Cuenta452
null,2023-05-09,458.72147206628756,Débito,Cuenta1054,Cuenta8523
null,2023-05-18,224.28823573784285,Débito,Cuenta954,Cuenta6088
null,2024-12-13,44.54463628895666,Transferencia,Cuenta5416,Cuenta2597
null,2022-04-26,479.52703181214264,Débito,Cuenta3628,Cuenta2517
null,2023-01-18,58.85220878613973,Transferencia,Cuenta2260,Cuenta6344
null,2022-08-01,771.8881523637172,Crédito,Cuenta9041,Cuenta1693
null,2022-02-09,142.6516848576179,Transferencia,Cuenta3217,Cuenta6384
null,2024-12-06,461.7633971648332,Crédito,Cuenta4018,Cuenta5514
null,2022-10-27,887.75531999243,Crédito,Cuenta2198,Cuenta4322
null,2022-02-26,797.95117195758,Crédito,Cuenta9564,Cuenta6704
null,2024-06-02,508.9000600751893,Transferencia,Cuenta3121,Cuenta317
null,2024-09-21,976.0755094022546,Crédito,Cuenta5925,Cuenta9069
null,2022-07-28,455.5448277589027,Transferencia,Cuenta2920,Cuenta394
null,2022-06-23,155.84574765990013,Crédito,Cuenta8842,Cuenta9405
null,2023-07-26,630.2459372269664,Transferencia,Cuenta5346,Cuenta6865
null,2023-01-24,288.7854953049048,Transferencia,Cuenta2573,Cuenta8018
null,2023-09-28,938.1025817198773,Crédito,Cuenta7983,Cuenta3040
null,2023-11-06,700.9404815804003,Transferencia,Cuenta9676,Cuenta3878
null,2023-04-04,636.8362445968315,Transferencia,Cuenta8986,Cuenta2735
null,2024-10-17,639.9376918308137,Crédito,Cuenta5246,Cuenta5061
null,2023-10-24,222.18769164625297,Transferencia,Cuenta696,Cuenta3805
null,2022-11-08,887.2588899091733,Débito,Cuenta8393,Cuenta3018
null,2024-08-03,805.5750003620419,Transferencia,Cuenta6255,Cuenta7239
null,2023-09-28,383.49107660257954,Transferencia,Cuenta6220,Cuenta4532
null,2022-01-05,155.74464187442427,Débito,Cuenta507,Cuenta1223
null,2023-10-09,701.9410900314292,Crédito,Cuenta5401,Cuenta770
null,2022-04-17,796.5330405281791,Crédito,Cuenta9308,Cuenta8175
null,2024-09-13,871.3354991682924,Transferencia,Cuenta6678,Cuenta6800
null,2022-05-23,42.039660287876536,Débito,Cuenta6097,Cuenta3195
null,2022-05-21,197.10152381327106,Crédito,Cuenta1205,Cuenta946
null,2022-09-13,984.5443934726094,Transferencia,Cuenta8217,Cuenta7580
null,2024-04-10,304.8660478402233,Transferencia,Cuenta1984,Cuenta6608
null,2022-10-05,3.9270278640979317,Crédito,Cuenta2755,Cuenta2738
null,2023-05-09,368.0622002664382,Débito,Cuenta6986,Cuenta5842
null,2022-08-19,450.2224093921339,Crédito,Cuenta9035,Cuenta6867
null,2024-07-02,829.2447495631947,Transferencia,Cuenta1269,Cuenta5793
null,2022-11-26,928.3194336259996,Débito,Cuenta9450,Cuenta4497
null,2023-12-26,549.5533245261543,Transferencia,Cuenta6721,Cuenta4452
null,2023-06-02,380.2823458093804,Transferencia,Cuenta2561,Cuenta3981
null,2024-08-28,92.5718115631008,Débito,Cuenta4223,Cuenta683
null,2023-08-07,110.26313827659973,Transferencia,Cuenta1244,Cuenta4741
null,2023-05-15,810.531585535878,Transferencia,Cuenta9674,Cuenta2349
null,2023-10-13,424.6885668029515,Transferencia,Cuenta2337,Cuenta1216
null,2024-10-28,874.6070470937508,Transferencia,Cuenta2671,Cuenta6103
null,2024-10-15,314.6679017670837,Transferencia,Cuenta256,Cuenta8351
null,2023-11-25,191.6411207525951,Débito,Cuenta4837,Cuenta6667
null,2023-05-12,260.6973780470124,Crédito,Cuenta1206,Cuenta7639
null,2022-12-21,726.3199119625269,Transferencia,Cuenta6267,Cuenta1125
null,2022-10-07,917.0597596092894,Débito,Cuenta9550,Cuenta3440
null,2022-02-11,564.366763146236,Crédito,Cuenta5389,Cuenta8192
null,2024-10-21,655.0230166265517,Transferencia,Cuenta2135,Cuenta2950
null,2022-06-03,523.2845122590551,Transferencia,Cuenta2239,Cuenta731
null,2024-04-23,571.3749133037178,Transferencia,Cuenta251,Cuenta9281
null,2022-01-17,415.7292020861535,Transferencia,Cuenta317,Cuenta9029
null,2023-03-18,431.195893491246,Débito,Cuenta2131,Cuenta4482
null,2023-10-03,823.9916548504951,Transferencia,Cuenta1650,Cuenta7762
null,2024-09-15,261.7774395189555,Crédito,Cuenta6170,Cuenta7291
null,2023-07-08,831.8675984390735,Transferencia,Cuenta3173,Cuenta3834
null,2024-04-01,6.8887360908718165,Crédito,Cuenta8415,Cuenta4605
null,2022-05-19,622.2616775212031,Transferencia,Cuenta1557,Cuenta8208
null,2023-06-28,279.4275734006175,Transferencia,Cuenta2705,Cuenta4996
null,2023-02-25,789.3619231629236,Débito,Cuenta3217,Cuenta4176
null,2023-08-28,883.0848366538953,Transferencia,Cuenta3010,Cuenta701
null,2022-03-16,640.1443611830757,Transferencia,Cuenta7259,Cuenta512
null,2024-07-18,232.19738904555055,Crédito,Cuenta4046,Cuenta8319
null,2024-01-06,692.3343236245552,Transferencia,Cuenta5339,Cuenta3381
null,2024-06-20,414.82594442969287,Transferencia,Cuenta9903,Cuenta2702
null,2024-08-25,639.0969259210651,Débito,Cuenta712,Cuenta9776
